상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(안락사),강원-삼척-2020-00045,개,발바리,흰색,수컷,미상,건강함,2020-05-08
종료(자연사),경남-하동-2020-00120,개,삽살개,갈색,암컷,아니오,순함,2020-05-08
종료(자연사),부산-강서-2020-00222,고양이,한국 고양이,치즈냥이,미상,아니오,영양상태불량.안질환.설사,2020-05-08
종료(자연사),경남-창녕-2020-00361,개,믹스견,흰색,수컷,예,사나움,2020-05-08
종료(안락사),경남-창녕-2020-00360,개,믹스견,흰색,암컷,아니오,까칠함,2020-05-08
종료(입양),경남-밀양-2020-00682,개,말라뮤트,블랙탄,수컷,미상,온순한 아이,2020-05-08
종료(입양),경남-밀양-2020-00681,개,믹스견,화이트,수컷,미상,한쪽눈 없음,2020-05-08
종료(입양),경남-밀양-2020-00680,개,골든 리트리버,연갈색,수컷,미상,온순한 아이,2020-05-08
종료(자연사),전남-영암-2020-00189,개,믹스견,흰색,수컷,아니오,5마리 중에서 가장 온순함,2020-05-08
종료(안락사),전남-영암-2020-00188,개,믹스견,갈색,수컷,아니오,5마리 중에서 가장 까칠함 그러나 그것이 매력,2020-05-08
종료(안락사),전남-영암-2020-00187,개,믹스견,황색,수컷,아니오,5마리 중에서 가장 애교를 부림,2020-05-08
종료(자연사),전남-영암-2020-00186,개,믹스견,흰색,암컷,아니오,유기견이 빈집에 들어와서 세끼 출산 어미견 포획 실패.,2020-05-08
종료(자연사),전남-영암-2020-00185,개,믹스견,흰색,암컷,아니오,아직 손을 타지 않아서 조금은 성깔을 부림,2020-05-08
종료(안락사),전남-영암-2020-00184,개,시베리안 허스키,회색&흰색,암컷,아니오,전체적으로 아주 건강하고 잘 관리가 된 것으로 유실된 것으로 추정,2020-05-08
종료(안락사),전남-영암-2020-00183,개,믹스견,갈색&흰색,수컷,아니오,몸에 전체적으로 피부질환이 있는 상태,2020-05-08
종료(자연사),전남-영암-2020-00182,개,믹스견,흰색,암컷,아니오,마을에 돌면서 운동이나 산책하는 아이와 주부들에게 위협적인 행동,2020-05-08
종료(입양),부산-동래-2020-00118,고양이,,갈색+검은색,수컷,아니오,"영양상태불량, 갈색+검은색",2020-05-08
종료(자연사),서울-광진-2020-00059,고양이,한국 고양이,흰/검/갈,암컷,미상,양눈눈곱. 콧물. 바둥거림. 털때탐.,2020-05-08
종료(자연사),서울-광진-2020-00058,고양이,한국 고양이,흰/갈/검,암컷,미상,양눈눈곱심함. 콧물. 활발함. 털때탐.,2020-05-08
종료(입양),서울-광진-2020-00057,고양이,한국 고양이,갈/흰,수컷,아니오,양눈눈곱심함. 콧물. 활발함. 털때탐.,2020-05-08
종료(입양),제주-제주-2020-02493,고양이,한국 고양이,치즈,수컷,아니오,"(개체관리번호20155)생후2개월, 눈 못뜸",2020-05-08
종료(입양),제주-제주-2020-02492,고양이,한국 고양이,검정,수컷,아니오,(개체관리번호20154)생후3개월,2020-05-08
종료(입양),제주-제주-2020-02491,고양이,한국 고양이,삼색,암컷,아니오,(개체관리번호20153)생후2개월,2020-05-08
종료(반환),제주-제주-2020-02490,개,푸들,검정,수컷,예,(개체관리번호2417),2020-05-08
종료(안락사),제주-제주-2020-02489,개,믹스견,흰색,암컷,아니오,(개체관리번호2416)생후2개월,2020-05-08
종료(입양),제주-제주-2020-02488,개,믹스견,흰색,수컷,아니오,(개체관리번호2415)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02487,개,믹스견,흰색,암컷,아니오,(개체관리번호2414)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02486,개,믹스견,흰색,암컷,아니오,(개체관리번호2413)생후7개월,2020-05-08
종료(입양),제주-제주-2020-02485,개,골든 리트리버,갈색,수컷,아니오,(개체관리번호2412)생후8개월,2020-05-08
종료(안락사),제주-제주-2020-02484,개,믹스견,갈/검,암컷,아니오,(개체관리번호2411)생후6개월,2020-05-08
종료(자연사),제주-제주-2020-02483,개,믹스견,흰색,수컷,아니오,(개체관리번호2410)생후2개월,2020-05-08
종료(안락사),제주-제주-2020-02482,개,믹스견,흰색,암컷,아니오,(개체관리번호2409)생후2개월,2020-05-08
종료(자연사),제주-제주-2020-02481,개,믹스견,흰색,암컷,아니오,(개체관리번호2408)생후2개월,2020-05-08
종료(입양),제주-제주-2020-02480,개,믹스견,흰색,암컷,아니오,(개체관리번호2407)생후6개월,2020-05-08
종료(반환),제주-제주-2020-02479,개,푸들,갈색,수컷,아니오,(개체관리번호2406),2020-05-08
종료(자연사),제주-제주-2020-02478,개,믹스견,흰색,수컷,미상,"(개체관리번호2405)연두색하트 줄, 심장사상충",2020-05-08
종료(안락사),제주-제주-2020-02477,개,믹스견,흰색,암컷,아니오,(개체관리번호2404)생후10개월,2020-05-08
종료(입양),제주-제주-2020-02476,개,믹스견,흰색,수컷,아니오,(개체관리번호2403)생후3개월,2020-05-08
종료(안락사),제주-제주-2020-02475,개,믹스견,흰색,수컷,아니오,(개체관리번호2402)생후3개월,2020-05-08
종료(안락사),제주-제주-2020-02474,개,믹스견,검정,암컷,아니오,(개체관리번호2401)생후6개월,2020-05-08
종료(안락사),제주-제주-2020-02473,개,믹스견,검정,암컷,미상,"(개체관리번호2400)심장사상충, 경계심",2020-05-08
종료(안락사),제주-제주-2020-02472,개,믹스견,흰색,수컷,아니오,(개체관리번호2399)생후6개월,2020-05-08
종료(입양),제주-제주-2020-02471,개,페키니즈,흰색,암컷,아니오,"(개체관리번호2398)생후10개월, 빨간목줄 착용",2020-05-08
종료(안락사),제주-제주-2020-02470,개,믹스견,흰색,수컷,미상,(개체관리번호2397)파/노목줄 착용,2020-05-08
종료(안락사),제주-제주-2020-02469,개,믹스견,흰색,암컷,아니오,"(개체관리번호2396)생후7개월, 파란버클목줄 착용, 경계심",2020-05-08
종료(입양),경남-창원1-2020-00311,개,믹스견,흰색,수컷,아니오,J-5-1-17-5 흰색,2020-05-08
종료(입양),경남-창원1-2020-00310,개,믹스견,흰색,암컷,아니오,J-5-1-17-4 흰색,2020-05-08
종료(입양),경남-창원1-2020-00309,개,믹스견,검정색+연갈색,수컷,아니오,J-5-1-17-3 검정색+연갈색,2020-05-08
보호중,경남-창원1-2020-00308,개,믹스견,검정색+연갈색,암컷,아니오,J-5-1-17-2 검정색+연갈색,2020-05-08
종료(입양),경남-창원1-2020-00307,개,믹스견,검정색+연갈색,수컷,아니오,J-5-1-17-1 검정색+연갈색,2020-05-08
종료(자연사),경남-김해-2020-00646,고양이,한국 고양이,노흰,미상,미상,"631, 5일추정, 탈진, 허약, 어미없음&젖먹이",2020-05-08
종료(입양),경남-김해-2020-00645,개,믹스견,갈흰,수컷,미상,"630, 6월추정",2020-05-08
종료(자연사),경남-김해-2020-00644,개,믹스견,갈흰,암컷,미상,"629, 6월추정",2020-05-08
종료(자연사),경남-김해-2020-00643,개,믹스견,연갈,암컷,미상,628,2020-05-08
종료(입양),경남-김해-2020-00642,개,스피츠,흰색,암컷,미상,627,2020-05-08
종료(입양),경남-사천-2020-00370,개,웰시 코기 펨브로크,황색 바탕 흰색 무늬,암컷,아니오,관리 잘 되어있음.,2020-05-08
종료(입양),경남-창원3-2020-00168,개,말티즈,흰색,암컷,아니오,"미용, 온순함",2020-05-08
종료(입양),경남-창원3-2020-00167,개,푸들,갈색,암컷,아니오,"미용 흔적 있음, 엄청 친화적임",2020-05-08
종료(안락사),경북-고령-2020-00094,개,믹스견,회색,암컷,아니오,"흰색,갈색 믹스견",2020-05-08
종료(자연사),경북-영주-2020-00169,개,믹스견,흰색,암컷,아니오,귀가 진한 황색,2020-05-08
종료(안락사),전남-목포-2020-00370,개,시츄,흰황색,수컷,미상,"굶주림,야윔,양쪽귀와 꼬리일부분 탈모",2020-05-08
종료(안락사),전북-부안-2020-00137,개,믹스견,밤색,암컷,미상,"밤색 믹스견, 순함, 3세 암컷",2020-05-08
보호중,전북-완주-2020-00172,개,믹스견,검흰,수컷,아니오,양 쪽 귀 끝 잘림,2020-05-08
보호중,전북-익산-2020-00541,개,믹스견,흰색,암컷,아니오,발발이믹스개이며 많이말있고순한편임,2020-05-08
종료(반환),전북-익산-2020-00540,개,말티즈,흰색,수컷,아니오,부분미용이되여있고 아주작고순함,2020-05-08
종료(입양),전북-익산-2020-00539,개,믹스견,검정,암컷,아니오,생후5일정도 아주작음,2020-05-08
종료(입양),전북-익산-2020-00538,개,믹스견,갈색,암컷,아니오,생후5일정도 아주작음,2020-05-08
종료(자연사),전북-익산-2020-00537,개,믹스견,흰색,암컷,아니오,생후5일정도아주작음,2020-05-08
종료(입양),전북-익산-2020-00536,개,믹스견,흰색,암컷,아니오,생후5일정도 아주작음,2020-05-08
종료(자연사),전북-익산-2020-00535,개,믹스견,호피,수컷,아니오,생후5일정도 아주작음,2020-05-08
종료(자연사),전북-익산-2020-00534,개,믹스견,흰색,암컷,아니오,발발이믹스개이며 사나운편임,2020-05-08
종료(입양),전북-익산-2020-00533,개,포메라니안,흰색,수컷,아니오,생후5개월정도 아주순하며이쁘게생김,2020-05-08
종료(자연사),충남-금산-2020-00068,개,믹스견,검정+흰색,암컷,아니오,없음,2020-05-08
종료(입양),충북-증평-2020-00033,개,믹스견,갈색,수컷,아니오,피부불량및 영양부족,2020-05-08
종료(입양),충북-증평-2020-00032,개,시바,갈색 흰색,수컷,미상,양호,2020-05-08
종료(반환),강원-횡성-2020-00077,개,믹스견,흰색/검정,수컷,미상,.,2020-05-08
종료(반환),강원-횡성-2020-00076,개,믹스견,흰색/검정,수컷,미상,.,2020-05-08
보호중,강원-횡성-2020-00075,개,믹스견,연갈색,암컷,미상,.,2020-05-08
종료(자연사),강원-홍천-2020-00063,고양이,한국 고양이,"검은색, 흰색 얼룩",미상,미상,없음,2020-05-08
종료(자연사),울산-울주-2020-00374,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00373,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00372,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00371,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00370,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00369,개,믹스견,갈색,암컷,아니오,새끼6마리와입소,2020-05-08
종료(기증),울산-남구-2020-00248,개,믹스견,갈색.흰색,수컷,아니오,순함/겁많음,2020-05-08
종료(자연사),대전-대덕-2020-00152,고양이,한국 고양이,흑황색,미상,아니오,25일령 추정,2020-05-08
종료(자연사),대전-대덕-2020-00151,고양이,한국 고양이,흑황색,미상,아니오,35일령 추정,2020-05-08
종료(자연사),대전-중구-2020-00186,고양이,코숏,회백,미상,아니오,",",2020-05-08
종료(자연사),울산-울주-2020-00374,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00373,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00372,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00371,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00370,개,믹스견,검정,미상,아니오,어미가경계심이심해상세정보추후기재,2020-05-08
종료(자연사),울산-울주-2020-00369,개,믹스견,갈색,암컷,아니오,새끼6마리와입소,2020-05-08
종료(기증),울산-남구-2020-00248,개,믹스견,갈색.흰색,수컷,아니오,순함/겁많음,2020-05-08
종료(자연사),대전-대덕-2020-00152,고양이,한국 고양이,흑황색,미상,아니오,25일령 추정,2020-05-08
종료(자연사),대전-대덕-2020-00151,고양이,한국 고양이,흑황색,미상,아니오,35일령 추정,2020-05-08
종료(자연사),대전-중구-2020-00186,고양이,코숏,회백,미상,아니오,",",2020-05-08
종료(입양),대전-동구-2020-00222,개,치와와,황백,암컷,미상,,2020-05-08
종료(입양),대전-동구-2020-00221,고양이,한국 고양이,흑갈백,암컷,미상,,2020-05-08
종료(입양),인천-부평-2020-00270,고양이,한국 고양이,줄무늬,수컷,아니오,26일령 어린고양이,2020-05-08
종료(입양),인천-부평-2020-00264,고양이,한국 고양이,턱시도,수컷,아니오,"어미잃은자묘,예후 양호함,캔사료 급여가능",2020-05-08
종료(입양),인천-부평-2020-00263,개,믹스견,연갈색,암컷,아니오,"최근미용,프랜드오렌지색목줄,하늘색별무늬옷착용,순함",2020-05-08
종료(자연사),대구-달성-2020-00272,고양이,한국 고양이,갈색 줄무늬,암컷,아니오,15일령 추정. 양안 모두 결막염소견. 인공포유,2020-05-08
종료(자연사),대구-달성-2020-00271,고양이,한국 고양이,노랑,수컷,아니오,15일령 추정. 좌안의 심한 결막염 . 인공포유가 필요함.,2020-05-08
종료(자연사),대구-달성-2020-00270,고양이,한국 고양이,흰검,암컷,아니오,15일령 추정. 인공포유가 필요함.,2020-05-08
종료(반환),부산-사상-2020-00108,개,말티즈,흰색,수컷,미상,"111-불랙화이트 옷 착용, 허약",2020-05-08
종료(자연사),부산-사상-2020-00105,고양이,한국 고양이,노흰검,미상,미상,"110-어미없음(4두),젖먹이, 허약, 탈진",2020-05-08
종료(자연사),부산-사하-2020-00188,고양이,한국 고양이,갈흰,미상,미상,갈흰,2020-05-08
종료(자연사),부산-사하-2020-00187,고양이,한국 고양이,검정,미상,미상,검정,2020-05-08
종료(반환),부산-해운대-2020-00180,개,말티즈,흰색,수컷,아니오,무지개색옷착용,2020-05-08
종료(자연사),부산-북구-2020-00161,고양이,한국 고양이,치즈냥이,미상,아니오,영양상태불량.안질환.설사,2020-05-08
종료(자연사),부산-북구-2020-00160,고양이,한국 고양이,젖소냥이,미상,아니오,영양상태불량.안질환.설사,2020-05-08
종료(자연사),부산-북구-2020-00159,고양이,한국 고양이,삼색냥이,암컷,아니오,영양상태불량.안질환.인공포유중,2020-05-08
종료(자연사),부산-북구-2020-00156,개,믹스견,갈+검,수컷,아니오,영양상태불량.온순,2020-05-08
종료(자연사),부산-서구-2020-00137,고양이,한국 고양이,갈색,미상,아니오,"영양상태 불량, 안질환, 설사",2020-05-08
종료(자연사),부산-중구-2020-00088,고양이,한국 고양이,황색,미상,아니오,"중구2-36호, 영양상태불량.설사",2020-05-08
보호중,부산-중구-2020-00086,개,믹스견,"황색, 흰색",수컷,아니오,"중구1-42호, 겁이 많음",2020-05-08
종료(입양),서울-서초-2020-00058,개,라브라도 리트리버,검,수컷,아니오,양귀처짐. 코검정. 으르렁대다 낑낑댐. 진드기오염.,2020-05-08
