상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(안락사),경기-화성-2020-00986,개,믹스견,흑색,암컷,아니오,2개월령,2020-05-13
종료(안락사),경기-화성-2020-00985,개,믹스견,백색,암컷,아니오,2개월령,2020-05-13
종료(안락사),경기-화성-2020-00984,개,믹스견,백흑색,수컷,아니오,2개월령,2020-05-13
종료(안락사),경기-화성-2020-00983,개,믹스견,백흑색,수컷,미상,2개월령,2020-05-13
종료(안락사),경기-화성-2020-00982,개,포인터,백갈색,암컷,아니오,"콧등상처, 붉은목줄",2020-05-13
종료(안락사),경기-화성-2020-00981,개,믹스견,백색,암컷,아니오,붉은 목줄,2020-05-13
종료(안락사),경기-화성-2020-00980,개,믹스견,흑백색,수컷,아니오,순함,2020-05-13
종료(안락사),경기-화성-2020-00979,개,믹스견,흑색,암컷,미상,순함,2020-05-13
종료(안락사),경기-화성-2020-00978,개,믹스견,백색,암컷,아니오,6개월령,2020-05-13
종료(안락사),경기-화성-2020-00977,개,믹스견,백흑색,암컷,아니오,붉은 목줄,2020-05-13
종료(안락사),경기-화성-2020-00976,개,믹스견,백색,수컷,아니오,순함,2020-05-13
종료(안락사),경기-화성-2020-00975,개,믹스견,황백색,암컷,아니오,순함,2020-05-13
종료(안락사),경기-화성-2020-00974,개,믹스견,황색,암컷,아니오,3개월령,2020-05-13
종료(안락사),경기-화성-2020-00973,개,믹스견,황백색,암컷,아니오,3개월령,2020-05-13
종료(안락사),경기-화성-2020-00972,개,믹스견,황색,암컷,아니오,5개월령,2020-05-13
종료(안락사),경기-화성-2020-00971,개,미텔 스피츠,백색,수컷,아니오,3개월령,2020-05-13
종료(안락사),경기-화성-2020-00970,개,믹스견,흑색,수컷,아니오,"2개월령, 곰팡이성피부염",2020-05-13
종료(안락사),경기-화성-2020-00969,개,믹스견,황색,암컷,아니오,심한 모낭충증,2020-05-13
종료(안락사),경기-양평-2020-00185,개,믹스견,검정,암컷,미상,매우사나움.,2020-05-13
종료(입양),경기-양평-2020-00184,개,믹스견,갈색,암컷,미상,순하고 사람을 잘따름,2020-05-13
종료(입양),경기-가평-2020-00081,개,믹스견,흰색,수컷,아니오,"리버벨리 펜션. 부근 도로변 배회, 목걸이/목줄 X",2020-05-13
종료(입양),경기-가평-2020-00080,개,믹스견,흰색,수컷,아니오,"펜션 마당에서 발견, 목걸이/목줄 X",2020-05-13
종료(입양),경기-이천-2020-00285,개,사모예드,흰색,수컷,아니오,"사람을 잘 따르며, 매우온순",2020-05-13
종료(입양),경기-이천-2020-00284,개,골든 리트리버,크림색,수컷,아니오,"목끈을 하고있으며, 온순함",2020-05-13
종료(입양),경기-이천-2020-00282,개,말티즈,흰색,암컷,아니오,"하네스를 차고 있으며, 사람을 좋아함",2020-05-13
종료(안락사),경기-이천-2020-00280,개,믹스견,진회색,수컷,아니오,"파란색 하네스를 차고 있으며, 온순함",2020-05-13
종료(안락사),경기-이천-2020-00279,개,진도견,흰색,암컷,아니오,"겁이다소 있으며, 빨간목끈을 하고 있음",2020-05-13
종료(입양),경기-이천-2020-00278,개,믹스견,연갈색,수컷,아니오,"하네스를 차고 있으며, 온순함",2020-05-13
종료(안락사),경기-이천-2020-00277,개,말티즈,흰색,암컷,아니오,미용을 하였으며 온순함,2020-05-13
종료(입양),경기-파주-2020-00266,개,믹스견,황색흰색,수컷,아니오,3~4개월령 아가,2020-05-13
종료(입양),경기-파주-2020-00265,개,믹스견,흰색,암컷,아니오,3~4개월령아가,2020-05-13
종료(입양),경기-파주-2020-00264,개,닥스훈트,"검정, 갈색",암컷,미상,3개월 추정.,2020-05-13
종료(입양),경기-파주-2020-00263,개,닥스훈트,"검정, 갈색",수컷,아니오,3개월 추정.,2020-05-13
종료(입양),경기-파주-2020-00262,개,닥스훈트,"검정, 갈색",암컷,미상,순함,2020-05-13
종료(반환),경기-용인-2020-00280,개,믹스견,갈색,암컷,미상,약간 겁이 많고 소심한 아이,2020-05-13
종료(입양),경기-용인-2020-00279,개,믹스견,갈색,수컷,아니오,약간 겁이 많고 소심한 아이,2020-05-13
종료(안락사),경기-하남-2020-00235,개,믹스견,흰색,수컷,아니오,유기견,2020-05-13
종료(안락사),경기-시흥-2020-00282,개,믹스견,갈백흑,암컷,미상,10개월 추정. 온순.,2020-05-13
종료(반환),경기-시흥-2020-00281,개,말티즈,백,수컷,아니오,잠복고환. 양측백내장. 주황색 티. 주인연락됨.,2020-05-13
종료(반환),경기-시흥-2020-00279,개,시베리안 허스키,갈백,암컷,미상,주인연락됨.,2020-05-13
종료(반환),경기-시흥-2020-00278,개,시베리안 허스키,갈백,암컷,미상,주인연락됨.,2020-05-13
종료(반환),경기-시흥-2020-00277,개,푸들,갈,암컷,미상,칩있음. 이름 솜이.,2020-05-13
종료(자연사),경기-남양주-2020-00730,개,믹스견,검황색,수컷,아니오,야생화된 유기견으로 온순하나 겁이많음,2020-05-13
종료(입양),경기-남양주-2020-00729,개,진도견,황색,암컷,아니오,야생화된 유기견으로 온순함,2020-05-13
종료(입양),경기-남양주-2020-00728,개,믹스견,흰색,암컷,아니오,어린강아지나 체구가크고 온순함,2020-05-13
종료(안락사),경기-남양주-2020-00727,개,믹스견,흰색,수컷,아니오,목줄없고 피부병심함 온순함,2020-05-13
종료(반환),경기-남양주-2020-00726,개,믹스견,살구색,암컷,아니오,라브라도 믹스견 목줄없고 온순함,2020-05-13
종료(입양),경기-과천-2020-00048,개,믹스견,흰색,수컷,아니오,양귀 갈색.성격소심,2020-05-13
종료(기증),경기-안산-2020-00524,개,말티즈,백,수컷,아니오,유치있음,2020-05-13
종료(반환),경기-안산-2020-00523,개,포메라니안,백갈,수컷,아니오,"칩있으나 연락처 바뀜,이름 뭉치, 빨간색가방하네스",2020-05-13
종료(안락사),경기-안산-2020-00522,개,믹스견,흑백,수컷,아니오,"1주,젖먹이, 어미와함께입소",2020-05-13
종료(안락사),경기-안산-2020-00521,개,믹스견,갈백,수컷,아니오,"1주,젖먹이, 어미와함께입소",2020-05-13
종료(자연사),경기-안산-2020-00520,개,믹스견,갈백,암컷,아니오,"1주,젖먹이, 어미와함께입소",2020-05-13
종료(안락사),경기-안산-2020-00519,개,믹스견,갈백,암컷,아니오,"빨간목줄,사나움,나이미상,칩검사못함",2020-05-13
종료(입양),경기-평택-2020-00946,개,믹스견,검정,암컷,아니오,순함,2020-05-13
종료(자연사),경기-평택-2020-00945,개,믹스견,흰색,수컷,미상,피부병,2020-05-13
종료(안락사),경기-평택-2020-00944,개,믹스견,갈색,암컷,아니오,강아지,2020-05-13
종료(입양),경기-평택-2020-00943,개,믹스견,갈색,암컷,아니오,강아지,2020-05-13
종료(입양),경기-평택-2020-00942,개,믹스견,갈색,수컷,아니오,강아지,2020-05-13
종료(입양),경기-평택-2020-00941,개,스피츠,흰색,수컷,아니오,순함,2020-05-13
종료(입양),경기-평택-2020-00940,개,믹스견,흰색,암컷,아니오,강아지,2020-05-13
종료(입양),경기-평택-2020-00939,개,믹스견,기타,수컷,아니오,강아지,2020-05-13
종료(입양),경기-평택-2020-00938,개,믹스견,기타,수컷,아니오,강아지,2020-05-13
종료(반환),경기-평택-2020-00937,개,로트바일러,검정,수컷,아니오,양호,2020-05-13
종료(반환),경기-평택-2020-00936,개,푸들,갈색,수컷,아니오,순함,2020-05-13
종료(반환),경기-부천-2020-00332,개,믹스견,흰갈,수컷,아니오,연두색목줄. 예민함.,2020-05-13
종료(입양),경기-성남-2020-00312,개,믹스견,흑,수컷,아니오,"4개월추정, 중성화 안됨,진드기 감염",2020-05-13
종료(입양),경기-수원-2020-00402,개,프렌치 불독,흰,수컷,예,사람을 따름,2020-05-13
보호중,경기-수원-2020-00401,개,믹스견,흰,암컷,아니오,겁이 많음.,2020-05-13
종료(입양),울산-울주-2020-00394,개,믹스견,검정,암컷,아니오,6개월추정/순함/검정색.흰색섞인어깨끈착용,2020-05-13
종료(반환),울산-북구-2020-00124,개,말티즈,흰색,암컷,아니오,왼쪽눈백내장의심/순함/허약,2020-05-13
종료(안락사),대전-서구-2020-00237,개,믹스견,백색,수컷,미상,,2020-05-13
종료(안락사),대전-서구-2020-00235,개,믹스견,백색,수컷,미상,,2020-05-13
종료(안락사),대전-서구-2020-00234,개,믹스견,갈색,수컷,미상,,2020-05-13
종료(안락사),광주-광산-2020-00304,개,믹스견,"갈,검",수컷,아니오,20-0691 리파,2020-05-13
종료(입양),광주-광산-2020-00303,개,포메라니안,흰,수컷,미상,"20-0690 포강, 하네스 착용(빨강)",2020-05-13
보호중,광주-북구-2020-00326,개,믹스견,갈,수컷,미상,20-0688 롱남,2020-05-13
종료(반환),광주-서구-2020-00179,개,프렌치 불독,"검,흰",수컷,아니오,20-0689 행날,2020-05-13
종료(반환),부산-남구-2020-00148,개,믹스견,흰색+갈색,암컷,미상,"핑크색 가슴줄, 미용됨",2020-05-13
종료(반환),서울-관악-2020-00246,개,말티즈,흰색,수컷,예,"순하고사람잘따름,코검정,귀쳐짐.칩없음",2020-05-13
종료(반환),서울-관악-2020-00245,개,페키니즈,흰색,수컷,아니오,"털이짧음,순함,치석심함,칩있음",2020-05-13
종료(입양),서울-양천-2020-00103,개,프렌치 불독,흰색,암컷,아니오,치석없으며부정교합이고눈물자국있으며미용되어있고온순하며잘따름,2020-05-13
종료(입양),전남-나주-2020-00219,개,시츄,흰색.갈색,수컷,미상,생후 5년생 시츄,2020-05-12
종료(안락사),전남-영광-2020-00149,개,믹스견,"갈색, 흑색",암컷,아니오,마을에서 돌아다닌 다는 신고로 포획 보호,2020-05-12
종료(안락사),전남-영광-2020-00139,개,푸들,흰색,수컷,아니오,"영광대교에서 발견 후 홍농파출소에서 포획, 거세 된 상태",2020-05-12
종료(안락사),충남-금산-2020-00092,개,믹스견,흰색,수컷,아니오,없음,2020-05-12
종료(안락사),전북-장수-2020-00059,개,믹스견,갈색,암컷,아니오,올무에 뒷다리 자상,2020-05-12
종료(안락사),경남-산청-2020-00083,개,믹스견,황토색,수컷,아니오,구조시 목줄없음,2020-05-12
종료(반환),부산-남구-2020-00148,개,믹스견,흰색+갈색,암컷,미상,"핑크색 가슴줄, 미용됨",2020-05-13
종료(반환),서울-관악-2020-00246,개,말티즈,흰색,수컷,예,"순하고사람잘따름,코검정,귀쳐짐.칩없음",2020-05-13
종료(반환),서울-관악-2020-00245,개,페키니즈,흰색,수컷,아니오,"털이짧음,순함,치석심함,칩있음",2020-05-13
종료(입양),서울-양천-2020-00103,개,프렌치 불독,흰색,암컷,아니오,치석없으며부정교합이고눈물자국있으며미용되어있고온순하며잘따름,2020-05-13
종료(입양),전남-나주-2020-00219,개,시츄,흰색.갈색,수컷,미상,생후 5년생 시츄,2020-05-12
종료(안락사),전남-영광-2020-00149,개,믹스견,"갈색, 흑색",암컷,아니오,마을에서 돌아다닌 다는 신고로 포획 보호,2020-05-12
종료(안락사),전남-영광-2020-00139,개,푸들,흰색,수컷,아니오,"영광대교에서 발견 후 홍농파출소에서 포획, 거세 된 상태",2020-05-12
종료(안락사),충남-금산-2020-00092,개,믹스견,흰색,수컷,아니오,없음,2020-05-12
종료(안락사),전북-장수-2020-00059,개,믹스견,갈색,암컷,아니오,올무에 뒷다리 자상,2020-05-12
종료(안락사),경남-산청-2020-00083,개,믹스견,황토색,수컷,아니오,구조시 목줄없음,2020-05-12
종료(입양),경남-밀양-2020-00704,개,치와와,갈색,암컷,미상,온수한 아이,2020-05-12
종료(안락사),경남-밀양-2020-00703,개,말티즈,화이트,암컷,미상,온수한 아이 한쪽눈 실명,2020-05-12
종료(자연사),경남-밀양-2020-00702,개,믹스견,갈색,암컷,미상,온수한 아이,2020-05-12
종료(자연사),경남-밀양-2020-00701,개,믹스견,갈색,수컷,미상,온수한 아이,2020-05-12
종료(자연사),경남-밀양-2020-00700,개,믹스견,갈색,수컷,미상,온수한 아이,2020-05-12
종료(안락사),경남-밀양-2020-00699,개,믹스견,블랙,암컷,미상,온수한 아이,2020-05-12
종료(안락사),경남-밀양-2020-00698,개,믹스견,갈색,수컷,미상,온수한 아이,2020-05-12
종료(안락사),경남-밀양-2020-00697,개,믹스견,파티,수컷,미상,사고로 다리 수술,2020-05-12
종료(입양),경남-밀양-2020-00690,개,포메라니안,화이트,수컷,미상,온순한 아이,2020-05-12
종료(입양),경남-밀양-2020-00689,개,프렌치 불독,블랙 화이트,암컷,미상,온순한 아이,2020-05-12
종료(반환),경남-밀양-2020-00688,개,슈나우져,회색,암컷,미상,온순한 아이,2020-05-12
종료(자연사),강원-원주-2020-00368,개,삽살개,"흰,회색",수컷,아니오,함께발견,2020-05-12
종료(입양),강원-원주-2020-00367,개,삽살개,"흰,회색",암컷,아니오,순종적,2020-05-12
종료(입양),강원-원주-2020-00366,개,삽살개,"흰,회색",암컷,아니오,순함,2020-05-12
종료(반환),강원-원주-2020-00365,개,진도견,흰색,수컷,아니오,목줄착용,2020-05-12
종료(자연사),전남-완도-2020-00109,개,믹스견,"검정색,흰색,갈색 믹스",수컷,아니오,"목걸이 미착용,온순함",2020-05-12
종료(자연사),전남-완도-2020-00108,개,믹스견,흰색,수컷,아니오,같은종 두마리 같이포획,2020-05-12
보호중,전북-익산-2020-00555,개,믹스견,흰색,암컷,아니오,진도믹스개이며 사나운편임,2020-05-12
종료(자연사),전북-익산-2020-00554,개,믹스견,흰색,암컷,아니오,진도믹스개이며 갈색목줄이되여있으며 순한편임,2020-05-12
종료(입양),전북-익산-2020-00553,개,진도견,흰색,수컷,아니오,코로나파보에걸려있고 사나운편임,2020-05-12
종료(입양),세종-세종-2020-00117,개,진도견,흰색,암컷,아니오,가죽목줄 착용,2020-05-12
종료(반환),인천-계양-2020-00273,개,진도견,백색,수컷,미상,체인쇠목줄달려있는채로 발견됨,2020-05-12
종료(입양),서울-광진-2020-00062,개,치와와,갈/흰,수컷,예,왼귀살짝처짐. 눈곱. 코갈검. 겁있음. 소심.,2020-05-12
종료(자연사),세종-세종-2020-00115,개,푸들,갈색,수컷,예,빨간색 천목줄. 최근 미용.,2020-05-12
종료(안락사),세종-세종-2020-00114,개,믹스견,연갈색,수컷,아니오,빨간색 천목줄.진도믹스,2020-05-12
종료(입양),세종-세종-2020-00113,개,프렌치 불독,흰색,암컷,아니오,"청색 가슴줄, 전신 농피증 있음, 애교 많음",2020-05-12
종료(반환),전남-순천-2020-00202,개,닥스훈트,갈색,암컷,아니오,"종합백신,진드기 구제",2020-05-12
종료(입양),충남-금산-2020-00071,개,믹스견,미색,수컷,아니오,없음,2020-05-12
종료(반환),강원-횡성-2020-00078,개,믹스견,흰색,수컷,미상,.,2020-05-12
종료(안락사),경기-안성-2020-00479,개,믹스견,하양,수컷,아니오,빛바랜 목걸이,2020-05-12
종료(자연사),경기-안성-2020-00478,개,믹스견,검갈색,수컷,아니오,없음,2020-05-12
종료(입양),인천-연수-2020-00106,개,말티즈,흰,수컷,예,파란색패딩옷/온순함/털엉킴,2020-05-12
종료(반환),인천-중구-2020-00221,개,시츄,검정+흰색+노랑조금,수컷,아니오,비교적양호한것으로 사료됨,2020-05-12
종료(반환),인천-중구-2020-00220,개,말티즈,흰색,수컷,예,"중성화되여있고,비교적 양호한것으로 사료됨",2020-05-12
종료(반환),부산-강서-2020-00237,개,믹스견,갈색,암컷,아니오,온순함,2020-05-12
종료(자연사),부산-사하-2020-00195,개,믹스견,갈색&검은색,수컷,미상,이빨 다남,2020-05-12
종료(자연사),부산-사하-2020-00194,개,믹스견,흰색,수컷,미상,이빨 다남,2020-05-12
종료(입양),부산-사하-2020-00193,개,믹스견,흰색,수컷,미상,흰색,2020-05-12
